Gene	mut.rate	dn.LoF	trans.LoF	nontrans.LoF	case.LoF	ctrl.LoF	dn.mis3	trans.mis3	nontrans.mis3	case.mis3	ctrl.mis3	p.dn	p.TADA	p.TADA.LoF	q.TADA
CDKN2AIPNL	4.57E-06	0	0	1	0	0	0	0	0	0	0	1	0.732	0.783	0.906030423
CYB5A	5.22E-06	0	0	0	0	1	0	0	0	2	1	1	0.732	0.791	0.905966622
EMILIN2	4.07E-05	0	1	3	1	0	0	1	1	11	12	1	0.732	0.728	0.905902831
GBA	2.16E-05	0	0	0	0	1	0	1	0	2	2	1	0.732	0.803	0.905839048
GPR173	1.53E-05	0	0	0	0	1	0	0	0	0	0	1	0.732	0.787	0.905775275
LRRC19	1.47E-05	0	0	0	2	3	0	0	0	5	3	1	0.732	0.762	0.90571151
NHEJ1	1.18E-05	0	0	0	0	0	0	1	4	0	3	1	0.732	0.493	0.905647754
NUDT11	6.22E-06	0	0	0	3	4	0	0	0	0	0	1	0.732	0.762	0.905584008
NUDT21	8.96E-06	0	0	0	0	1	0	0	0	0	0	1	0.732	0.792	0.90552027
PLA2G7	1.74E-05	0	0	2	2	1	0	6	5	4	6	1	0.732	0.726	0.905456542
PPM1N	1.71E-05	0	0	0	0	0	0	0	0	2	7	1	0.732	0.499	0.905392822
RNASE2	6.53E-06	0	1	0	0	2	0	1	3	4	1	1	0.732	0.752	0.905329111
RXFP2	3.04E-05	0	1	1	0	1	0	0	2	12	4	1	0.732	0.749	0.90526541
SAFB2	3.55E-05	0	0	0	0	1	0	0	1	3	1	1	0.732	0.798	0.905201717
SAMD9L	6.10E-05	0	5	1	4	8	0	1	2	5	8	1	0.732	0.727	0.905138033
SLC39A10	3.27E-05	0	0	0	0	1	0	0	0	2	1	1	0.732	0.801	0.905074358
SMTNL1	1.84E-05	0	1	0	0	2	0	1	1	8	5	1	0.732	0.748	0.905010692
TEX10	3.68E-05	0	0	0	0	0	0	0	1	1	4	1	0.732	0.478	0.904947035
YKT6	7.83E-06	0	0	0	0	0	0	1	4	2	4	1	0.732	0.463	0.904883387
ZNF215	1.98E-05	0	1	1	3	4	0	3	0	6	4	1	0.732	0.747	0.904819748
ZP2	2.96E-05	0	0	0	0	0	0	0	0	0	3	1	0.732	0.479	0.904756118
ABTB1	1.89E-05	0	2	8	7	1	0	0	2	8	12	1	0.733	0.699	0.905928416
AMPD3	3.08E-05	0	1	0	1	3	0	10	4	15	19	1	0.733	0.764	0.905864717
ARHGAP1	1.76E-05	0	0	0	0	1	0	4	1	4	3	1	0.733	0.77	0.905801027
C11orf49	1.35E-05	0	1	0	0	2	0	5	6	7	14	1	0.733	0.741	0.905737345
C14orf166	9.44E-06	0	0	0	0	1	0	3	1	0	1	1	0.733	0.805	0.905673673
CD86	1.30E-05	0	0	0	0	0	0	0	0	0	3	1	0.733	0.502	0.90561001
HMGXB3	5.09E-05	0	0	0	0	0	0	0	5	3	4	1	0.733	0.478	0.905546356
IL28B	7.96E-06	0	0	0	0	1	0	2	1	1	1	1	0.733	0.805	0.90548271
MAGEB16	1.27E-05	0	0	0	0	0	0	0	0	0	3	1	0.733	0.499	0.905419074
MTMR11	2.84E-05	0	1	0	0	2	0	7	8	25	15	1	0.733	0.73	0.905355446
NCAPD3	5.89E-05	0	0	0	0	1	0	10	10	24	15	1	0.733	0.791	0.905291828
PNLDC1	2.07E-05	0	0	0	0	0	0	0	0	1	5	1	0.733	0.482	0.905228218
POLR2A	7.90E-05	0	0	0	0	0	0	0	2	1	3	1	0.733	0.514	0.905164617
RBP1	7.70E-06	0	0	0	0	0	0	0	1	0	2	1	0.733	0.491	0.905101026
RPAP3	2.52E-05	0	0	1	0	0	0	2	1	11	6	1	0.733	0.803	0.905037443
RPGR	4.04E-05	0	0	1	1	1	0	0	0	16	16	1	0.733	0.747	0.904973869
TCN2	1.70E-05	0	0	0	0	1	0	3	1	20	20	1	0.733	0.795	0.904910304
AKAP13	0.000108353	0	0	1	1	0	0	14	21	35	29	1	0.73326029	0.55	0.905168061
MICAL2	4.43E-05	0	0	0	0	1	0	20	17	26	25	1	0.733352163	0.822	0.905217896
ADAMTSL3	6.58E-05	0	0	0	1	2	0	8	6	21	14	1	0.734	0.738	0.905953933
ALOX15B	2.71E-05	0	1	1	2	3	0	8	6	13	19	1	0.734	0.759	0.905890317
APOOL	1.04E-05	0	0	0	0	1	0	0	0	0	0	1	0.734	0.797	0.90582671
ATP6AP1L	9.05E-06	0	0	1	0	0	0	5	3	27	17	1	0.734	0.794	0.905763112
C20orf3	1.64E-05	0	0	1	0	0	0	2	3	7	2	1	0.734	0.792	0.905699523
C4orf27	1.33E-05	0	0	0	1	2	0	5	4	5	3	1	0.734	0.726	0.905635942
CDH16	3.31E-05	0	0	0	1	2	0	4	2	4	4	1	0.734	0.736	0.905572371
DHRS13	1.51E-05	0	0	0	0	0	0	0	0	2	6	1	0.734	0.478	0.905508809
FGGY	2.26E-05	0	4	5	6	5	0	2	4	21	9	1	0.734	0.741	0.905445255
GLT25D2	2.46E-05	0	1	0	0	2	0	3	2	5	4	1	0.734	0.738	0.905381711
HIST1H2BG	4.96E-06	0	0	0	0	1	0	0	0	0	0	1	0.734	0.776	0.905318175
HSPA12B	2.74E-05	0	0	0	0	0	0	2	5	0	5	1	0.734	0.489	0.905254649
LAMP2	1.65E-05	0	0	0	0	0	0	1	2	1	4	1	0.734	0.481	0.905191131
LEMD3	3.54E-05	0	0	0	0	0	0	1	2	1	4	1	0.734	0.506	0.905127622
PARK2	1.81E-05	0	0	0	1	2	0	3	9	14	19	1	0.734	0.736	0.905064122
PFAS	5.29E-05	0	1	0	1	3	0	6	5	31	31	1	0.734	0.752	0.905000631
PHACTR2	2.47E-05	0	0	0	0	1	0	0	1	8	3	1	0.734	0.821	0.904937149
PLEKHH2	5.80E-05	0	0	1	2	2	0	5	4	15	8	1	0.734	0.736	0.904873676
RAB13	7.79E-06	0	0	0	0	0	0	0	1	0	2	1	0.734	0.516	0.904810212
TNIP3	1.20E-05	0	0	2	1	0	0	0	0	1	1	1	0.734	0.746	0.904746756
ACN9	4.87E-06	0	0	0	0	1	0	0	0	3	2	1	0.735	0.811	0.905915849
APOA1	1.03E-05	0	0	0	0	0	0	1	1	0	4	1	0.735	0.482	0.905852325
ARNTL	2.44E-05	0	0	0	0	0	0	0	2	0	1	1	0.735	0.503	0.905788809
C11orf34	8.40E-06	0	0	1	1	1	0	0	0	0	0	1	0.735	0.739	0.905725303
CBX8	1.49E-05	0	0	0	0	0	0	0	0	2	7	1	0.735	0.478	0.905661806
CIAPIN1	1.23E-05	0	0	0	0	0	0	1	4	0	2	1	0.735	0.484	0.905598318
DPYSL3	2.66E-05	0	0	0	0	0	0	1	4	0	1	1	0.735	0.511	0.905534838
IK	2.07E-05	0	0	0	0	0	0	0	2	0	1	1	0.735	0.475	0.905471367
LPHN2	5.53E-05	0	0	0	5	6	1	3	2	9	6	1	0.735	0.761	0.905407906
LRRC43	2.57E-05	0	0	0	1	2	0	7	5	17	17	1	0.735	0.742	0.905344453
LRRC8E	3.17E-05	0	0	0	1	2	0	6	5	11	15	1	0.735	0.759	0.905281009
NCAN	5.21E-05	0	0	0	2	3	0	1	6	16	9	1	0.735	0.737	0.905217574
SIT1	7.83E-06	0	0	1	0	0	0	0	0	0	0	1	0.735	0.793	0.905154148
SLC45A4	3.20E-05	0	0	0	0	1	0	3	1	7	4	1	0.735	0.805	0.905090731
TCTN2	2.78E-05	0	0	1	0	0	0	1	1	2	1	1	0.735	0.772	0.905027322
TMEM171	1.31E-05	0	0	0	1	2	0	3	2	7	4	1	0.735	0.725	0.904963923
TRAPPC2L	5.52E-06	0	0	0	0	1	0	0	0	0	0	1	0.735	0.795	0.904900532
TTLL4	4.80E-05	0	0	1	1	1	0	7	7	26	20	1	0.735	0.738	0.904837151
ZNF442	2.41E-05	0	2	2	0	1	0	0	3	9	3	1	0.735	0.732	0.904773778
ADAMTS1	3.77E-05	0	0	0	1	2	0	4	5	10	16	1	0.736	0.75	0.905941312
ANO2	3.93E-05	0	1	3	2	1	0	11	6	19	20	1	0.736	0.774	0.905877871
C6orf15	1.32E-05	0	0	0	0	1	0	0	0	0	0	1	0.736	0.794	0.905814439
C7orf58	4.03E-05	0	0	1	1	1	0	6	7	12	5	1	0.736	0.744	0.905751015
CLK4	1.85E-05	0	0	0	0	1	0	4	3	12	5	1	0.736	0.806	0.905687601
COG6	2.56E-05	0	0	1	0	0	0	4	2	7	4	1	0.736	0.771	0.905624195
DCST2	3.15E-05	0	0	0	1	2	0	0	3	14	14	1	0.736	0.742	0.905560798
DOCK2	7.11E-05	0	0	0	0	1	0	6	8	13	4	1	0.736	0.782	0.90549741
DOK2	1.63E-05	0	0	0	2	3	0	6	6	8	8	1	0.736	0.735	0.905434031
F2RL3	1.58E-05	0	0	0	0	0	0	0	0	0	3	1	0.736	0.485	0.905370661
FAM65C	3.70E-05	0	0	0	1	2	0	2	3	29	25	1	0.736	0.733	0.905307299
HSPBP1	1.41E-05	0	0	0	0	1	0	0	0	0	0	1	0.736	0.774	0.905243947
KIAA1737	1.58E-05	0	0	0	1	2	0	0	0	1	1	1	0.736	0.747	0.905180603
KIAA1751	2.88E-05	0	0	0	1	2	1	4	1	8	18	1	0.736	0.714	0.905117268
MCFD2	5.70E-06	0	0	0	0	0	0	0	1	0	2	1	0.736	0.497	0.905053942
NLRP6	3.51E-05	0	0	0	1	2	0	4	3	3	8	1	0.736	0.752	0.904990625
NTPCR	7.35E-06	0	0	0	0	0	0	0	2	0	1	1	0.736	0.497	0.904927317
PARK7	7.26E-06	0	0	0	0	1	0	0	0	0	0	1	0.736	0.778	0.904864018
PFN1	5.52E-06	0	0	0	0	0	0	0	1	2	5	1	0.736	0.489	0.904800727
PGM2	2.40E-05	0	0	1	1	1	0	1	4	8	13	1	0.736	0.739	0.904737446
PHLDA1	1.60E-05	0	0	0	0	0	0	0	1	0	2	1	0.736	0.484	0.904674173
SEH1L	1.67E-05	0	0	0	2	3	0	1	0	1	1	1	0.736	0.712	0.904610909
TAAR9	1.41E-05	0	0	0	0	0	0	0	3	1	4	1	0.736	0.467	0.904547654
USP26	3.53E-05	0	0	0	0	0	0	0	1	2	6	1	0.736	0.49	0.904484408
ZNF514	1.54E-05	0	0	0	3	4	0	4	5	5	5	1	0.736	0.735	0.90442117
AP3S1	7.53E-06	0	0	0	0	1	0	0	0	0	0	1	0.737	0.777	0.905586689
ARL8B	7.22E-06	0	0	0	0	1	0	0	0	0	0	1	0.737	0.792	0.905523383
CASP9	1.66E-05	0	2	2	0	1	0	6	2	3	5	1	0.737	0.747	0.905460087
COL11A2	6.71E-05	0	0	0	1	2	0	5	1	10	8	1	0.737	0.722	0.905396799
DNAI1	2.71E-05	0	0	1	2	2	0	3	1	7	5	1	0.737	0.727	0.90533352
FFAR1	1.24E-05	0	0	0	0	1	0	0	0	0	0	1	0.737	0.767	0.905270249
LILRB2	2.42E-05	0	0	0	0	0	0	0	3	2	4	1	0.737	0.478	0.905206988
MAP1LC3C	5.79E-06	0	0	0	0	1	0	0	0	0	0	1	0.737	0.817	0.905143736
MED29	8.79E-06	0	0	0	0	1	0	1	1	0	0	1	0.737	0.758	0.905080492
MFI2	2.92E-05	0	0	0	2	3	0	5	2	20	14	1	0.737	0.729	0.905017257
MIA2	2.50E-05	0	0	0	2	3	0	0	0	12	10	1	0.737	0.732	0.904954031
PNMA2	1.39E-05	0	0	0	0	1	0	1	0	0	1	1	0.737	0.801	0.904890814
POLR1E	1.63E-05	0	1	2	0	0	0	1	0	3	3	1	0.737	0.751	0.904827605
SLC7A2	2.82E-05	0	0	0	0	1	0	11	10	9	12	1	0.737	0.779	0.904764406
SNX4	1.71E-05	0	0	0	0	0	0	0	0	1	5	1	0.737	0.503	0.904701215
STAT6	3.37E-05	0	0	0	0	0	0	0	4	2	2	1	0.737	0.487	0.904638033
STC1	9.74E-06	0	0	1	0	0	0	0	1	1	0	1	0.737	0.762	0.90457486
USP29	3.58E-05	0	0	0	1	2	0	4	5	16	10	1	0.737	0.763	0.904511696
ZIC3	1.87E-05	0	0	0	0	0	0	0	0	0	3	1	0.737	0.493	0.904448541
ZNF28	2.77E-05	0	0	0	3	4	0	1	2	4	2	1	0.737	0.725	0.904385394
CSMD1	0.000141512	0	1	1	4	7	0	30	29	72	65	1	0.737016534	0.872	0.904342545
ATG14	1.90E-05	0	0	0	0	1	0	2	1	1	1	1	0.738	0.797	0.905486073
CHRNA3	2.04E-05	0	0	1	3	3	0	3	0	3	3	1	0.738	0.736	0.905422868
CNP	1.64E-05	0	0	0	0	0	0	1	0	0	5	1	0.738	0.486	0.905359671
DENND3	4.71E-05	0	0	0	1	2	0	3	8	21	14	1	0.738	0.746	0.905296482
DHX34	4.55E-05	0	1	0	0	2	0	5	7	17	21	1	0.738	0.727	0.905233303
DNAJC10	3.10E-05	0	0	0	0	1	0	8	3	25	12	1	0.738	0.803	0.905170133
ECHDC1	1.17E-05	0	0	0	0	1	0	0	0	1	1	1	0.738	0.786	0.905106971
EGFR	4.75E-05	0	0	0	0	1	0	2	1	7	5	1	0.738	0.778	0.905043818
F5	8.78E-05	0	0	1	1	1	0	9	4	18	12	1	0.738	0.725	0.904980674
FADS2	1.78E-05	0	0	0	0	0	0	0	1	0	2	1	0.738	0.481	0.904917539
FAM187B	1.47E-05	0	1	1	1	2	0	0	2	9	5	1	0.738	0.721	0.904854412
LGALS4	1.30E-05	0	0	0	0	1	0	0	1	5	2	1	0.738	0.784	0.904791295
MAP7D1	3.24E-05	0	0	0	0	1	0	4	4	15	5	1	0.738	0.79	0.904728186
MCHR2	1.37E-05	0	0	0	1	2	0	1	0	0	1	1	0.738	0.729	0.904665086
MUTYH	2.16E-05	0	0	1	1	1	0	7	5	23	9	1	0.738	0.731	0.904601995
NAB2	2.04E-05	0	0	0	0	0	0	0	1	2	5	1	0.738	0.493	0.904538912
OR8H1	1.29E-05	0	0	0	1	2	0	0	0	0	0	1	0.738	0.738	0.904475839
PICALM	2.57E-05	0	0	0	0	0	0	1	5	2	3	1	0.738	0.475	0.904412774
PLXND1	7.69E-05	0	0	1	1	1	0	1	4	11	8	1	0.738	0.75	0.904349718
PWP1	1.94E-05	0	0	1	1	1	0	0	1	6	3	1	0.738	0.738	0.90428667
RARRES2	6.35E-06	0	0	0	0	1	0	0	0	1	1	1	0.738	0.793	0.904223632
REEP6	7.31E-06	0	0	0	0	1	0	1	2	2	0	1	0.738	0.778	0.904160602
SCGB1D2	3.65E-06	0	0	0	0	0	0	0	2	0	1	1	0.738	0.505	0.904097581
SDCCAG8	2.67E-05	0	0	0	1	2	0	1	2	10	6	1	0.738	0.719	0.904034569
SELENBP1	1.86E-05	0	0	2	1	0	0	5	1	2	4	1	0.738	0.744	0.903971566
SEPP1	1.62E-05	0	0	0	1	2	0	0	0	0	0	1	0.738	0.744	0.903908571
SPANXN2	6.70E-06	0	0	0	0	0	0	0	0	2	8	1	0.738	0.503	0.903845586
STK36	5.30E-05	0	1	1	1	2	1	7	3	16	17	1	0.738	0.712	0.903782609
SUCLG1	1.36E-05	0	0	1	0	0	0	4	2	5	4	1	0.738	0.789	0.90371964
TUBGCP6	7.21E-05	0	2	2	1	2	0	10	7	17	12	1	0.738	0.721	0.903656681
WFDC10A	3.16E-06	0	0	1	0	0	0	0	0	0	0	1	0.738	0.799	0.90359373
ACSL5	2.90E-05	0	0	0	1	2	0	2	6	5	1	1	0.739	0.737	0.904755085
ADRA2B	1.81E-05	0	0	0	0	0	0	0	2	2	5	1	0.739	0.489	0.904692067
ANKK1	3.02E-05	0	0	0	3	4	0	1	4	11	7	1	0.739	0.721	0.904629057
C21orf58	1.30E-05	0	0	0	0	1	0	0	0	5	3	1	0.739	0.793	0.904566056
CHPF2	3.09E-05	0	0	1	1	1	0	10	12	17	18	1	0.739	0.746	0.904503064
COLQ	1.79E-05	0	0	1	0	1	0	4	1	6	2	1	0.739	0.901	0.904440081
FGF8	9.66E-06	0	0	0	1	2	0	1	1	0	0	1	0.739	0.751	0.904377106
OR5D16	1.37E-05	0	0	1	2	2	0	0	0	0	0	1	0.739	0.738	0.90431414
PDZK1IP1	4.52E-06	0	0	0	0	0	0	2	2	0	4	1	0.739	0.485	0.904251184
PFKL	3.05E-05	0	0	2	1	0	0	4	8	10	7	1	0.739	0.753	0.904188235
POTEH	2.07E-05	0	0	0	0	1	0	0	0	0	0	1	0.739	0.8	0.904125296
PPIG	2.74E-05	0	0	0	2	3	0	0	0	1	1	1	0.739	0.733	0.904062365
RABL2B	9.22E-06	0	0	0	0	1	0	0	0	0	0	1	0.739	0.801	0.903999443
RAI2	2.14E-05	0	0	0	0	0	0	1	3	0	2	1	0.739	0.471	0.90393653
RECK	3.85E-05	0	0	2	1	0	0	3	3	12	10	1	0.739	0.762	0.903873626
SETD2	9.88E-05	1	0	0	0	3	0	2	4	16	16	0.013535635	0.739	0.754	0.90381073
SYCP2	5.78E-05	0	0	1	2	2	0	2	4	9	6	1	0.739	0.774	0.903747843
TBX4	2.18E-05	0	0	0	1	2	0	3	2	10	7	1	0.739	0.735	0.903684965
TLR5	3.47E-05	0	1	0	0	2	0	4	5	27	26	1	0.739	0.747	0.903622095
UGT2A3	2.07E-05	0	0	1	1	1	0	13	7	17	5	1	0.739	0.72	0.903559235
ZBTB40	4.84E-05	0	0	0	0	1	0	3	2	17	20	1	0.739	0.789	0.903496383
AGT	1.94E-05	0	0	0	0	1	0	6	11	16	16	1	0.74	0.8	0.904656048
APPL2	2.57E-05	0	0	2	6	5	0	7	6	14	7	1	0.74	0.772	0.904593128
ASPHD2	1.48E-05	0	0	0	0	0	0	0	3	0	0	1	0.74	0.494	0.904530218
C10orf28	2.98E-05	0	0	0	2	3	0	3	3	3	2	1	0.74	0.767	0.904467316
CD99L2	1.01E-05	0	0	0	0	0	0	1	3	1	5	1	0.74	0.508	0.904404423
CTDSP2	1.09E-05	0	0	0	1	2	0	0	0	0	0	1	0.74	0.763	0.904341538
CYTH3	1.53E-05	0	0	0	0	0	0	0	0	0	4	1	0.74	0.481	0.904278662
DDX43	2.47E-05	0	0	1	1	1	0	0	1	6	4	1	0.74	0.745	0.904215795
F2R	1.75E-05	0	0	0	0	0	0	1	3	1	5	1	0.74	0.482	0.904152937
HDHD2	1.00E-05	0	0	0	0	0	0	1	2	0	3	1	0.74	0.479	0.904090088
IL17RB	1.99E-05	0	0	0	1	2	0	1	1	12	18	1	0.74	0.752	0.904027247
LIN7A	8.87E-06	0	0	0	0	1	0	1	0	0	1	1	0.74	0.795	0.903964415
LRCH4	2.73E-05	0	1	2	0	0	0	1	3	7	1	1	0.74	0.768	0.903901591
OR1A2	1.28E-05	0	0	0	1	2	0	1	0	4	3	1	0.74	0.762	0.903838777
RNPEPL1	2.95E-05	0	0	0	0	1	1	0	1	2	2	1	0.74	0.808	0.903775971
RPS16	5.79E-06	0	1	0	0	2	0	0	0	0	0	1	0.74	0.741	0.903713174
SH2D3C	3.41E-05	0	0	0	0	1	1	2	5	20	21	1	0.74	0.782	0.903650386
SLC12A2	4.75E-05	0	0	1	0	0	0	1	2	5	2	1	0.74	0.799	0.903587606
SLC9A8	2.35E-05	0	0	0	3	4	0	1	0	2	3	1	0.74	0.754	0.903524835
SORCS1	4.68E-05	0	1	0	0	2	1	1	2	6	5	1	0.74	0.72	0.903462073
STK25	1.67E-05	0	0	0	0	1	0	1	1	2	1	1	0.74	0.789	0.903399319
TIAM1	6.18E-05	0	1	1	0	1	0	6	2	15	22	1	0.74	0.751	0.903336575
TRPC1	3.01E-05	0	0	0	2	3	0	2	3	2	2	1	0.74	0.75	0.903273838
TSPYL5	1.60E-05	0	0	0	0	0	0	0	0	0	3	1	0.74	0.492	0.903211111
TWISTNB	1.30E-05	0	0	1	2	2	0	0	0	0	0	1	0.74	0.751	0.903148392
TYK2	4.70E-05	0	0	0	2	3	0	2	1	28	35	1	0.74	0.734	0.903085683
ZC3HAV1L	1.20E-05	0	1	2	0	0	0	0	0	1	1	1	0.74	0.742	0.903022981
ZNF74	2.53E-05	0	0	0	0	1	0	0	0	5	3	1	0.74	0.816	0.902960289
COL28A1	4.27E-05	0	2	1	3	2	0	4	11	38	50	1	0.740040312	0.403	0.902946791
ACAN	9.98E-05	0	0	0	1	2	0	12	9	22	20	1	0.741	0.757	0.904054977
AKR1A1	1.28E-05	0	0	3	2	0	0	3	1	8	8	1	0.741	0.748	0.903992226
ARSE	2.36E-05	0	0	0	0	0	0	0	1	0	4	1	0.741	0.493	0.903929484
CCNG2	1.36E-05	0	0	0	0	1	0	2	0	3	3	1	0.741	0.764	0.90386675
CHD2	6.89E-05	0	0	0	1	2	0	2	4	5	3	1	0.741	0.737	0.903804025
DHX9	4.95E-05	0	0	0	4	5	1	0	0	2	3	1	0.741	0.739	0.903741309
GPRC5C	1.96E-05	0	1	2	1	1	0	0	3	12	7	1	0.741	0.709	0.903678601
HIST2H3D	5.35E-06	0	0	0	0	1	0	0	0	0	0	1	0.741	0.781	0.903615902
HPS3	3.97E-05	0	0	0	0	0	0	0	2	2	4	1	0.741	0.488	0.903553212
HSF2	2.08E-05	0	0	1	0	0	0	0	0	1	1	1	0.741	0.786	0.903490531
INF2	4.95E-05	0	1	0	0	2	0	4	1	2	3	1	0.741	0.754	0.903427858
LIPT1	1.46E-05	0	0	0	5	6	0	1	0	1	1	1	0.741	0.753	0.903365194
LMF1	2.30E-05	0	0	1	1	1	0	4	1	5	7	1	0.741	0.751	0.903302538
MCPH1	3.25E-05	0	0	1	3	3	0	1	2	15	10	1	0.741	0.714	0.903239892
NDUFAF3	7.40E-06	0	0	0	0	1	0	0	0	1	1	1	0.741	0.82	0.903177254
NR4A1	2.66E-05	0	1	2	0	0	0	0	1	11	13	1	0.741	0.744	0.903114625
ORC3	2.80E-05	0	0	1	1	1	0	3	2	4	4	1	0.741	0.753	0.903052004
RRH	1.35E-05	0	0	0	0	1	0	4	2	10	5	1	0.741	0.778	0.902989392
SLC35F1	1.64E-05	0	0	0	5	6	0	0	0	0	0	1	0.741	0.79	0.902926789
SLC39A2	1.25E-05	0	1	2	1	1	0	1	3	8	12	1	0.741	0.749	0.902864194
SULT2B1	1.47E-05	0	0	0	0	1	0	0	3	9	4	1	0.741	0.802	0.902801608
TUBE1	1.86E-05	0	0	0	0	0	0	0	0	0	3	1	0.741	0.482	0.902739031
ZBTB3	2.29E-05	0	0	0	0	0	0	0	0	0	4	1	0.741	0.489	0.902676462
ZNF214	2.33E-05	0	0	0	1	2	0	0	1	7	16	1	0.741	0.736	0.902613903
ZNF300	2.38E-05	0	0	0	0	0	0	0	0	2	7	1	0.741	0.502	0.902551351
ADAMTS17	4.29E-05	0	0	0	1	2	0	3	4	12	5	1	0.742	0.754	0.903706742
ALDH5A1	2.16E-05	0	0	1	0	0	0	0	1	3	1	1	0.742	0.797	0.903644124
AP2A2	3.72E-05	0	0	0	2	3	0	2	6	6	13	1	0.742	0.755	0.903581515
C5orf56	5.18E-06	0	0	0	0	1	0	0	0	0	0	1	0.742	0.785	0.903518914
C9orf174	6.49E-05	0	2	1	2	4	0	11	13	18	13	1	0.742	0.758	0.903456321
CEL	3.05E-05	0	0	0	1	2	0	1	1	5	4	1	0.742	0.717	0.903393738
FAM200A	2.23E-05	0	0	1	1	1	0	0	0	9	5	1	0.742	0.753	0.903331163
FAM22F	3.01E-05	0	0	1	1	1	0	1	1	0	0	1	0.742	0.748	0.903268597
GTF3C6	8.00E-06	0	0	0	0	1	0	0	0	0	0	1	0.742	0.771	0.903206039
HKDC1	3.53E-05	0	0	0	5	6	0	12	5	22	20	1	0.742	0.755	0.90314349
IL17C	8.05E-06	0	0	0	0	0	0	0	0	0	3	1	0.742	0.475	0.90308095
IQCB1	2.30E-05	0	1	1	1	2	0	4	11	15	16	1	0.742	0.754	0.903018419
KIAA1429	7.11E-05	0	0	0	1	2	0	3	2	10	5	1	0.742	0.763	0.902955896
MAGEB3	1.34E-05	0	0	0	0	1	0	0	0	0	0	1	0.742	0.8	0.902893381
MRPS18A	7.74E-06	0	0	1	0	0	0	1	0	2	2	1	0.742	0.785	0.902830876
MS4A12	1.08E-05	0	0	0	8	8	0	0	1	0	1	1	0.742	0.718	0.902768379
NFIL3	1.79E-05	0	0	0	0	1	0	0	0	1	1	1	0.742	0.805	0.90270589
NUBP2	1.07E-05	0	0	1	0	0	0	1	0	11	6	1	0.742	0.79	0.902643411
PTK7	4.21E-05	0	0	0	0	1	1	2	4	21	24	1	0.742	0.816	0.90258094
RALGPS2	2.26E-05	0	0	0	0	1	0	1	0	0	1	1	0.742	0.792	0.902518478
S100A10	3.74E-06	0	0	0	0	0	0	0	0	2	6	1	0.742	0.49	0.902456024
SBDS	9.40E-06	0	2	2	0	1	0	0	1	0	0	1	0.742	0.742	0.902393579
SFTPD	1.44E-05	0	0	0	1	2	0	0	1	1	0	1	0.742	0.722	0.902331142
SLC25A37	1.34E-05	0	0	0	0	1	0	0	0	0	0	1	0.742	0.773	0.902268715
SLC37A4	1.84E-05	0	0	0	0	3	0	6	0	0	0	1	0.742	0.942	0.902206295
SLPI	5.26E-06	0	0	1	1	1	0	0	1	1	0	1	0.742	0.738	0.902143885
SMTN	3.68E-05	0	0	0	0	1	0	7	8	14	20	1	0.742	0.822	0.902081483
SNX18	2.49E-05	0	0	1	0	1	0	4	0	3	1	1	0.742	0.879	0.90201909
TIMP1	8.44E-06	0	0	0	0	0	0	0	1	0	4	1	0.742	0.484	0.901956705
TNIK	5.20E-05	0	0	0	0	1	0	8	11	12	8	1	0.742	0.788	0.901894329
TNS4	2.88E-05	0	0	0	1	2	0	0	5	12	4	1	0.742	0.728	0.901831962
TRIM6	2.01E-05	0	0	0	0	1	1	5	2	3	4	1	0.742	0.807	0.901769603
C19orf71	8.40E-06	0	1	2	0	0	0	1	1	0	0	1	0.743	0.752	0.902922492
CDK5RAP2	7.19E-05	0	0	0	3	4	0	6	3	18	18	1	0.743	0.732	0.902860066
DZIP3	4.68E-05	0	1	0	1	3	0	2	2	4	2	1	0.743	0.704	0.902797649
ENPP4	1.80E-05	0	0	0	0	0	0	0	1	0	2	1	0.743	0.479	0.902735241
EPN3	2.53E-05	0	0	0	2	3	0	4	7	9	10	1	0.743	0.757	0.902672842
FAM157A	1.52E-05	0	0	1	0	0	0	0	0	0	0	1	0.743	0.796	0.902610451
GRTP1	1.32E-05	0	1	0	2	4	0	2	1	5	9	1	0.743	0.755	0.902548068
IRX5	1.94E-05	0	0	0	0	0	0	0	1	0	3	1	0.743	0.492	0.902485695
MAML3	4.44E-05	0	0	0	1	2	0	4	5	14	18	1	0.743	0.735	0.902423329
MRPL28	9.92E-06	0	0	1	0	0	0	1	1	6	3	1	0.743	0.808	0.902360973
NFKBIL1	1.49E-05	0	0	0	0	0	0	0	0	1	5	1	0.743	0.494	0.902298625
OR2J2	1.30E-05	0	0	0	1	2	0	1	1	0	0	1	0.743	0.765	0.902236286
RFXAP	1.03E-05	0	0	0	0	0	0	0	1	0	2	1	0.743	0.496	0.902173955
SCCPDH	1.68E-05	0	0	0	2	3	0	2	1	1	4	1	0.743	0.762	0.902111633
SLC10A1	1.43E-05	0	0	1	1	1	0	4	1	7	5	1	0.743	0.746	0.90204932
SPSB3	1.41E-05	0	0	1	0	0	0	1	2	13	5	1	0.743	0.805	0.901987015
SUV420H2	1.85E-05	0	0	0	0	1	0	0	0	1	1	1	0.743	0.807	0.901924719
TTBK2	4.87E-05	0	0	0	1	2	0	2	4	15	9	1	0.743	0.743	0.901862431
ZNF225	2.68E-05	0	0	1	1	1	0	2	2	5	4	1	0.743	0.753	0.901800152
AMPH	2.68E-05	0	1	0	1	3	0	2	5	5	14	1	0.744	0.753	0.902951526
